user_name,date,time,session_nr,loop_nr,presented_sequence,recalled_sequence,outcome,mistakes_in_a_row,recall_time_in_s,sound_model,digit_length,session_time,time_between_digits,memory_method,tiredness,physical_activity,mental_state,motivation,location,session_mode,feedback
wager,04/12/2023,22:12:52,6,9,5911620,05911620,correct,0,6.306157112121582,2,8,00:09:04,0.0,6,7,120,6,4,8,2,
wager,04/12/2023,22:13:36,6,10,786671799,786671799,correct,0,28.844743967056274,2,9,00:09:48,0.0,6,7,120,6,4,8,2,
wager,04/12/2023,22:13:57,6,11,1974538002,1974538002,correct,0,8.342942953109741,2,10,00:10:09,0.0,6,7,120,6,4,8,2,
wager,04/12/2023,22:19:30,6,12,83810041531,83810041531,correct,0,9.646302938461304,2,11,00:15:41,0.0,6,7,120,6,4,8,2,
wager,04/12/2023,22:19:59,6,13,808685266944,80868526944,incorrect,1,13.47468376159668,2,12,00:16:10,0.0,6,7,120,6,4,8,2,
wager,04/12/2023,22:21:12,7,1,98389,98389,correct,0,5.988429069519043,2,5,00:00:11,0.0,6,8,120,6,5,7,2,
wager,04/12/2023,22:21:38,7,2,877448,877448,correct,0,8.682352781295776,2,6,00:00:37,0.0,6,8,120,6,5,7,2,
wager,04/12/2023,22:21:58,7,3,2616725,261265,incorrect,1,6.71396803855896,2,7,00:00:57,0.0,6,8,120,6,5,7,2,
wager,04/12/2023,22:22:13,7,4,1997473,1997473,correct,0,5.722475051879883,2,7,00:01:12,0.0,6,8,120,6,5,7,2,
wager,04/12/2023,22:22:30,7,5,71650022,71650022,correct,0,6.3100340366363525,2,8,00:01:29,0.0,6,8,120,6,5,7,2,
wager,04/12/2023,22:22:53,7,6,126282373,126282373,correct,0,8.503428220748901,2,9,00:01:53,0.0,6,8,120,6,5,7,2,
wager,04/12/2023,22:23:24,7,7,1902699113,1902699133,incorrect,1,14.406283140182495,2,10,00:02:23,0.0,6,8,120,6,5,7,2,
wager,05/12/2023,21:10:24,8,1,5439,5438,incorrect,1,2.7658398151397705,2,4,00:00:07,0.0,5,7,60,5,4,5,2,
wager,05/12/2023,21:10:35,8,2,7284,7284,correct,0,4.478307008743286,2,4,00:07:12,0.0,5,7,60,5,4,5,2,
wager,05/12/2023,21:10:48,8,3,76569,76569,correct,0,5.431575059890747,2,5,00:07:24,0.0,5,7,60,5,4,5,2,
wager,05/12/2023,21:11:09,8,4,614264,614242,incorrect,1,12.6771719455719,2,6,00:07:46,0.0,5,7,60,5,4,5,2,
wager,05/12/2023,21:11:35,8,5,109717,109717,correct,0,6.191054821014404,2,6,00:08:12,0.0,5,7,60,5,4,5,2,
wager,05/12/2023,21:11:53,8,6,8062700,8062700,correct,0,7.533282041549683,2,7,00:08:29,0.0,5,7,60,5,4,5,2,
wager,05/12/2023,21:18:41,8,7,13842081,13842081,correct,0,16.70669198036194,2,8,00:15:18,0.0,5,7,60,5,4,5,2,
wager,05/12/2023,21:19:07,8,8,999501754,999501754,correct,0,11.998046398162842,2,9,00:15:41,0.0,5,7,60,5,4,5,2,
wager,05/12/2023,21:19:33,8,9,7623149121,7623149121,correct,0,9.055840730667114,2,10,00:16:11,0.0,5,7,60,5,4,5,2,
wager,05/12/2023,21:19:59,8,10,86478515305,86472151305,incorrect,1,11.73019003868103,2,11,00:16:36,0.0,5,7,60,5,4,5,2,
